Time,Altitude,Altitude_BMP390,Temperature_BMP390,Acceleration_X_BNO085,Acceleration_Y_BNO085,Acceleration_Z_BNO085,Magnetic_X_BNO085,Magnetic_Y_BNO085,Magnetic_Z_BNO085,Gyro_X_BNO085,Gyro_Y_BNO085,Gyro_Z_BNO085,Quaternion_W_BNO085,Quaternion_X_BNO085,Quaternion_Y_BNO085,Quaternion_Z_BNO085,Acceleration_X_ICM20649,Acceleration_Y_ICM20649,Acceleration_Z_ICM20649,Gyro_X_ICM20649,Gyro_Y_ICM20649,Gyro_Z_ICM20649
446.0486557,-0.03408642575,120.2042187,23.62700976,-0.57421875,-0.49609375,9.65234375,-7.0625,18.25,-66.6875,0.001953125,-0.00390625,0.0078125,0.9932861328,-0.02728271484,0.02709960938,0.1092529297,0.4501099121,-1.350329736,10.39083521,-0.04050229826,0.01252373696,0.007194487191
446.081989,1.299590015,119.6482342,23.61792361,-0.57421875,-0.4609375,9.61328125,-7.0625,17.125,-67.4375,0.001953125,-0.00390625,0.0078125,0.9932861328,-0.02722167969,0.02709960938,0.109375,-0.2106897461,-1.628057129,10.04607017,-0.03677182342,0.007993874656,0.001598774931
446.1153224,-0.8327438579,119.5554342,23.61792361,-0.57421875,-0.4609375,9.61328125,-7.0625,17.125,-67.4375,0.00390625,0.001953125,-0.001953125,0.9932861328,-0.02716064453,0.02709960938,0.109375,0.478840332,-0.612915625,8.590395557,-0.03543951098,0.007460949679,-0.002131699908
446.1486557,-0.1446782422,119.8332781,23.62246668,-0.57421875,-0.4609375,9.61328125,-6.6875,16.75,-66.3125,0.00390625,-0.0078125,0.001953125,0.9932861328,-0.02716064453,0.02709960938,0.109375,-8.006210352,-6.493074902,117.1722292,-0.127102607,0.04023583577,0.01145788701
446.181989,-2.427655147,118.0729774,23.61792361,-0.99609375,-1.45703125,17.23828125,-5.9375,18.25,-66.3125,0.00390625,-0.0078125,0.001953125,0.9932861328,-0.02703857422,0.02752685547,0.1092529297,-18.85673228,19.83356655,-67.50691001,0.6762817959,-0.05169372278,-0.5686309506
446.2153223,-1.434508463,119.7407557,23.61338053,2.796875,-0.765625,16.390625,-5.9375,18.25,-66.3125,-0.02734375,-0.095703125,-1.30859375,0.9953613281,-0.02789306641,0.03015136719,0.08715820313,-2.557007373,-6.914454395,184.841945,-0.4407289561,-0.08739969624,-1.250241996
446.2486556,-1.34325041,119.1848007,23.61338053,2.7578125,-0.57421875,26.890625,-8.1875,17.875,-66.25,0.037109375,0.1484375,-0.4765625,0.9953613281,-0.02789306641,0.03015136719,0.08715820313,-10.62067856,33.48051602,174.0871911,-0.6898713829,-0.1609433431,-0.4244747443
446.2819889,2.301125478,121.5013144,23.61338053,-4.25390625,-1.87890625,48.875,-8.1875,20.4375,-67.0625,0.037109375,0.1484375,-0.4765625,0.9971923828,-0.02703857422,0.02795410156,0.06390380859,-7.881711865,9.050082275,124.7091761,-0.128168457,-0.07460949679,-1.243846897
446.3153222,3.836843311,120.3892613,23.61338053,2.10546875,-2.4140625,76.00390625,-8.1875,20.4375,-67.0625,-0.046875,0.0546875,-1.6015625,0.9984130859,-0.02874755859,0.03039550781,0.03796386719,-4.81713374,-0.6703764648,117.2105365,-0.06475038472,-0.03170903614,-1.39306589
446.3486555,5.395764196,121.1306172,23.61338053,4.90234375,-1.37890625,78.41796875,-8.5625,18.25,-66.3125,-0.046875,0.0546875,-1.6015625,0.9984130859,-0.02874755859,0.03039550781,0.03796386719,-18.39704556,31.94822695,116.243279,0.2752557507,0.03623889844,-0.6349801102
